ORF	Gene
SPAC922.06	SPAC922.06
SPAC922.07c	SPAC922.07c
SPAC926.02	SPAC926.02
SPAC926.06c	SPAC926.06c
SPAC959.05c	SPAC959.05c
SPAC959.06c	SPAC959.06c
SPAC977.05c	SPAC977.05c
SPAC977.11	SPAC977.11
SPAC977.12	SPAC977.12
SPAC977.14c	SPAC977.14c
SPAC977.15	SPAC977.15
SPAC977.17	SPAC977.17
SPAC9E9.05	SPAC9E9.05
SPAC9E9.09c	SPAC9E9.09c
SPAC9E9.15	SPAC9E9.15
SPAC9G1.05	SPAC9G1.05
SPAC9G1.07	SPAC9G1.07
SPAC9G1.08c	SPAC9G1.08c
SPAC9G1.10c	SPAC9G1.10c
SPACUNK4.08	SPACUNK4.08
SPACUNK4.09	SPACUNK4.09
SPACUNK4.10	SPACUNK4.10
SPACUNK4.11c	SPACUNK4.11c
SPACUNK4.13c	SPACUNK4.13c
SPACUNK4.15	SPACUNK4.15
SPACUNK4.16c	SPACUNK4.16c
SPACUNK4.17	SPACUNK4.17
SPAP11E10.01	SPAP11E10.01
SPAP14E8.02	SPAP14E8.02
SPAP27G11.02	SPAP27G11.02
SPAP27G11.12	SPAP27G11.12
SPAP27G11.14c	SPAP27G11.14c
SPAP27G11.16	SPAP27G11.16
SPAP32A8.02	SPAP32A8.02
SPAP32A8.03c	SPAP32A8.03c
SPAP8A3.03	SPAP8A3.03
SPAP8A3.07c	SPAP8A3.07c
SPAP8A3.13c	SPAP8A3.13c
SPAP8A3.14c	SPAP8A3.14c
SPAPB17E12.03	SPAPB17E12.03
SPAPB17E12.08	SPAPB17E12.08
SPAPB17E12.12c	SPAPB17E12.12c
SPAPB17E12.14c	SPAPB17E12.14c
SPAPB18E9.04c	SPAPB18E9.04c
SPAPB1A10.05	SPAPB1A10.05
SPAPB1A10.07c	SPAPB1A10.07c
SPAPB1A10.08	SPAPB1A10.08
SPAPB1A10.13	SPAPB1A10.13
SPAPB1A10.14	SPAPB1A10.14
SPAPB1A11.02	SPAPB1A11.02
SPAPB1A11.03	SPAPB1A11.03
SPAPB1A11.04c	SPAPB1A11.04c
SPAPB1E7.04c	SPAPB1E7.04c
SPAPB1E7.08c	SPAPB1E7.08c
SPAPB1E7.11c	SPAPB1E7.11c
SPAPB21F2.02	SPAPB21F2.02
SPAPB21F2.03	SPAPB21F2.03
SPAPB24D3.01	SPAPB24D3.01
SPAPB24D3.02c	SPAPB24D3.02c
SPAPB24D3.03	SPAPB24D3.03
SPAPB24D3.07c	SPAPB24D3.07c
SPAPB24D3.08c	SPAPB24D3.08c
SPAPB2B4.04c	SPAPB2B4.04c
SPAPB2B4.06	SPAPB2B4.06
SPAPB2B4.07	SPAPB2B4.07
SPAPB2C8.01	SPAPB2C8.01
SPAPB8E5.04c	SPAPB8E5.04c
SPAPB8E5.08	SPAPB8E5.08
SPAPB8E5.10	SPAPB8E5.10
SPAPJ691.02	SPAPJ691.02
SPAPJ691.03	SPAPJ691.03
SPAPJ695.01c	SPAPJ695.01c
YCL054W	SPB1
YFL002C	SPB4
SPBC106.03	SPBC106.03
SPBC106.07c	SPBC106.07c
SPBC106.12c	SPBC106.12c
SPBC106.13	SPBC106.13
SPBC106.19	SPBC106.19
SPBC1105.08	SPBC1105.08
SPBC1105.13c	SPBC1105.13c
SPBC115.02c	SPBC115.02c
SPBC115.03	SPBC115.03
SPBC119.03	SPBC119.03
SPBC119.05c	SPBC119.05c
SPBC119.12	SPBC119.12
SPBC119.16c	SPBC119.16c
SPBC1198.01	SPBC1198.01
SPBC1198.03c	SPBC1198.03c
SPBC1198.06c	SPBC1198.06c
SPBC1198.07c	SPBC1198.07c
SPBC1198.08	SPBC1198.08
SPBC11B10.08	SPBC11B10.08
SPBC11C11.01	SPBC11C11.01
SPBC11C11.06c	SPBC11C11.06c
SPBC11C11.10	SPBC11C11.10
SPBC11C11.11c	SPBC11C11.11c
SPBC1271.03c	SPBC1271.03c
SPBC1271.05c	SPBC1271.05c
SPBC1271.07c	SPBC1271.07c
SPBC1271.08c	SPBC1271.08c
SPBC1271.09	SPBC1271.09
SPBC1271.10c	SPBC1271.10c
SPBC1271.14	SPBC1271.14
SPBC1271.15c	SPBC1271.15c
SPBC1289.13c	SPBC1289.13c
SPBC1289.14	SPBC1289.14
SPBC1289.15	SPBC1289.15
SPBC12C2.01c	SPBC12C2.01c
SPBC12C2.03c	SPBC12C2.03c
SPBC12C2.04	SPBC12C2.04
SPBC12C2.07c	SPBC12C2.07c
SPBC12C2.09c	SPBC12C2.09c
SPBC1306.02	SPBC1306.02
SPBC1347.08c	SPBC1347.08c
SPBC1347.09	SPBC1347.09
SPBC1347.13c	SPBC1347.13c
SPBC1348.01	SPBC1348.01
SPBC1348.02	SPBC1348.02
SPBC1348.07	SPBC1348.07
SPBC13A2.04c	SPBC13A2.04c
SPBC13E7.03c	SPBC13E7.03c
SPBC13E7.07	SPBC13E7.07
SPBC13E7.08c	SPBC13E7.08c
SPBC13E7.11	SPBC13E7.11
SPBC13G1.02	SPBC13G1.02
SPBC13G1.04c	SPBC13G1.04c
SPBC13G1.14c	SPBC13G1.14c
SPBC146.02	SPBC146.02
SPBC146.04	SPBC146.04
SPBC146.06c	SPBC146.06c
SPBC14C8.04	SPBC14C8.04
SPBC14C8.09c	SPBC14C8.09c
SPBC14C8.11c	SPBC14C8.11c
SPBC14C8.15	SPBC14C8.15
SPBC14F5.10c	SPBC14F5.10c
SPBC14F5.13c	SPBC14F5.13c
SPBC1539.02	SPBC1539.02
SPBC1539.03c	SPBC1539.03c
SPBC1539.06	SPBC1539.06
SPBC1539.07c	SPBC1539.07c
SPBC15C4.02	SPBC15C4.02
SPBC15C4.04c	SPBC15C4.04c
SPBC15C4.05	SPBC15C4.05
SPBC15C4.06c	SPBC15C4.06c
SPBC15D4.05	SPBC15D4.05
SPBC15D4.09c	SPBC15D4.09c
SPBC15D4.13c	SPBC15D4.13c
SPBC1604.03c	SPBC1604.03c
SPBC1604.09c	SPBC1604.09c
SPBC1604.12	SPBC1604.12
SPBC1604.16c	SPBC1604.16c
SPBC1604.18c	SPBC1604.18c
SPBC1604.19c	SPBC1604.19c
SPBC1652.01	SPBC1652.01
SPBC1652.02	SPBC1652.02
SPBC1683.02	SPBC1683.02
SPBC1683.03c	SPBC1683.03c
SPBC1683.04	SPBC1683.04
SPBC1683.06c	SPBC1683.06c
SPBC1683.11c	SPBC1683.11c
SPBC1683.12	SPBC1683.12
SPBC1685.04	SPBC1685.04
SPBC1685.05	SPBC1685.05
SPBC1685.14c	SPBC1685.14c
SPBC16A3.02c	SPBC16A3.02c
SPBC16A3.06	SPBC16A3.06
SPBC16A3.08c	SPBC16A3.08c
SPBC16A3.10	SPBC16A3.10
SPBC16A3.12c	SPBC16A3.12c
SPBC16A3.14	SPBC16A3.14
SPBC16A3.16	SPBC16A3.16
SPBC16A3.17c	SPBC16A3.17c
SPBC16C6.01c	SPBC16C6.01c
SPBC16C6.03c	SPBC16C6.03c
SPBC16C6.04	SPBC16C6.04
SPBC16C6.05	SPBC16C6.05
SPBC16D10.01c	SPBC16D10.01c
SPBC16D10.08c	SPBC16D10.08c
SPBC16E9.02c	SPBC16E9.02c
SPBC16E9.09c	SPBC16E9.09c
SPBC16E9.15	SPBC16E9.15
SPBC16G5.02c	SPBC16G5.02c
SPBC16G5.03	SPBC16G5.03
SPBC16G5.05c	SPBC16G5.05c
SPBC16G5.06	SPBC16G5.06
SPBC16G5.07c	SPBC16G5.07c
SPBC16G5.09	SPBC16G5.09
SPBC16G5.16	SPBC16G5.16
SPBC16G5.17	SPBC16G5.17
SPBC16H5.04	SPBC16H5.04
SPBC16H5.08c	SPBC16H5.08c
SPBC16H5.12c	SPBC16H5.12c
SPBC16H5.13	SPBC16H5.13
SPBC1703.03c	SPBC1703.03c
SPBC1703.07	SPBC1703.07
SPBC1703.08c	SPBC1703.08c
SPBC1703.09	SPBC1703.09
SPBC1703.11	SPBC1703.11
SPBC1703.13c	SPBC1703.13c
SPBC1709.14	SPBC1709.14
SPBC1709.16c	SPBC1709.16c
SPBC1711.04	SPBC1711.04
SPBC1711.05	SPBC1711.05
SPBC1711.08	SPBC1711.08
SPBC1711.09c	SPBC1711.09c
SPBC1711.11	SPBC1711.11
SPBC1711.12	SPBC1711.12
SPBC1711.15c	SPBC1711.15c
SPBC1734.07c	SPBC1734.07c
SPBC1734.09	SPBC1734.09
SPBC1773.01	SPBC1773.01
SPBC1773.02c	SPBC1773.02c
SPBC1773.03c	SPBC1773.03c
SPBC1773.04	SPBC1773.04
SPBC1773.06c	SPBC1773.06c
SPBC1773.12	SPBC1773.12
SPBC1773.16c	SPBC1773.16c
SPBC1773.17c	SPBC1773.17c
SPBC1778.03c	SPBC1778.03c
SPBC1778.05c	SPBC1778.05c
SPBC1778.09	SPBC1778.09
SPBC17A3.02	SPBC17A3.02
SPBC17A3.03c	SPBC17A3.03c
SPBC17A3.05c	SPBC17A3.05c
SPBC17A3.06	SPBC17A3.06
SPBC17A3.08	SPBC17A3.08
SPBC17D1.05	SPBC17D1.05
SPBC17D1.07c	SPBC17D1.07c
SPBC17D11.03c	SPBC17D11.03c
SPBC17D11.08	SPBC17D11.08
SPBC17G9.02c	SPBC17G9.02c
SPBC17G9.12c	SPBC17G9.12c
SPBC1861.05	SPBC1861.05
SPBC1861.07	SPBC1861.07
SPBC18A7.01	SPBC18A7.01
SPBC18A7.02c	SPBC18A7.02c
SPBC18E5.01	SPBC18E5.01
SPBC18E5.07	SPBC18E5.07
SPBC18E5.08	SPBC18E5.08
SPBC18E5.10	SPBC18E5.10
SPBC18E5.13	SPBC18E5.13
SPBC18E5.14c	SPBC18E5.14c
SPBC18H10.05	SPBC18H10.05
SPBC18H10.07	SPBC18H10.07
SPBC18H10.09	SPBC18H10.09
SPBC18H10.18c	SPBC18H10.18c
SPBC18H10.20c	SPBC18H10.20c
SPBC1921.04c	SPBC1921.04c
SPBC19C2.10	SPBC19C2.10
SPBC19C7.05	SPBC19C7.05
SPBC19C7.08c	SPBC19C7.08c
SPBC19F8.02	SPBC19F8.02
SPBC19F8.03c	SPBC19F8.03c
SPBC19F8.04c	SPBC19F8.04c
SPBC19G7.02	SPBC19G7.02
SPBC19G7.04	SPBC19G7.04
SPBC19G7.10c	SPBC19G7.10c
SPBC19G7.17	SPBC19G7.17
SPBC19G7.18c	SPBC19G7.18c
SPBC1A4.04	SPBC1A4.04
SPBC1A4.09	SPBC1A4.09
SPBC1D7.01	SPBC1D7.01
SPBC1E8.02	SPBC1E8.02
SPBC1E8.03c	SPBC1E8.03c
SPBC20F10.02c	SPBC20F10.02c
SPBC20F10.03	SPBC20F10.03
SPBC20F10.07	SPBC20F10.07
SPBC21.02	SPBC21.02
SPBC21.03c	SPBC21.03c
SPBC215.01	SPBC215.01
SPBC215.06c	SPBC215.06c
SPBC215.07c	SPBC215.07c
SPBC215.10	SPBC215.10
SPBC215.11c	SPBC215.11c
SPBC215.13	SPBC215.13
SPBC216.01c	SPBC216.01c
SPBC216.03	SPBC216.03
SPBC216.04c	SPBC216.04c
SPBC21B10.02	SPBC21B10.02
SPBC21B10.03c	SPBC21B10.03c
SPBC21B10.07	SPBC21B10.07
SPBC21B10.08c	SPBC21B10.08c
SPBC21B10.09	SPBC21B10.09
SPBC21C3.03	SPBC21C3.03
SPBC21C3.06	SPBC21C3.06
SPBC21C3.07c	SPBC21C3.07c
SPBC21C3.09c	SPBC21C3.09c
SPBC21C3.12c	SPBC21C3.12c
SPBC21C3.14c	SPBC21C3.14c
SPBC21C3.17c	SPBC21C3.17c
SPBC21C3.19	SPBC21C3.19
SPBC21D10.08c	SPBC21D10.08c
SPBC21D10.09c	SPBC21D10.09c
SPBC21H7.06c	SPBC21H7.06c
SPBC23E6.01c	SPBC23E6.01c
SPBC23E6.02	SPBC23E6.02
SPBC23E6.10c	SPBC23E6.10c
SPBC23G7.06c	SPBC23G7.06c
SPBC23G7.07c	SPBC23G7.07c
SPBC23G7.10c	SPBC23G7.10c
SPBC23G7.13c	SPBC23G7.13c
SPBC23G7.14	SPBC23G7.14
SPBC24C6.04	SPBC24C6.04
SPBC24C6.09c	SPBC24C6.09c
SPBC25B2.01	SPBC25B2.01
SPBC25B2.03	SPBC25B2.03
SPBC25B2.08	SPBC25B2.08
SPBC25B2.10	SPBC25B2.10
SPBC25D12.06	SPBC25D12.06
SPBC25H2.03	SPBC25H2.03
SPBC25H2.09	SPBC25H2.09
SPBC25H2.10c	SPBC25H2.10c
SPBC25H2.15	SPBC25H2.15
SPBC26H8.05c	SPBC26H8.05c
SPBC26H8.11c	SPBC26H8.11c
SPBC26H8.12	SPBC26H8.12
SPBC26H8.13c	SPBC26H8.13c
SPBC27B12.04c	SPBC27B12.04c
SPBC27B12.05	SPBC27B12.05
SPBC27B12.09c	SPBC27B12.09c
SPBC27B12.11c	SPBC27B12.11c
SPBC28E12.02	SPBC28E12.02
SPBC28E12.04	SPBC28E12.04
SPBC28F2.05c	SPBC28F2.05c
SPBC28F2.08c	SPBC28F2.08c
SPBC28F2.11	SPBC28F2.11
SPBC29A10.09c	SPBC29A10.09c
SPBC29A10.10c	SPBC29A10.10c
SPBC29A10.12	SPBC29A10.12
SPBC29A10.16c	SPBC29A10.16c
SPBC29A3.03c	SPBC29A3.03c
SPBC29A3.09c	SPBC29A3.09c
SPBC29A3.21	SPBC29A3.21
SPBC29B5.04c	SPBC29B5.04c
SPBC2A9.02	SPBC2A9.02
SPBC2A9.03	SPBC2A9.03
SPBC2A9.04c	SPBC2A9.04c
SPBC2A9.06c	SPBC2A9.06c
SPBC2A9.07c	SPBC2A9.07c
SPBC2A9.11c	SPBC2A9.11c
SPBC2A9.13	SPBC2A9.13
SPBC2D10.03c	SPBC2D10.03c
SPBC2D10.04	SPBC2D10.04
SPBC2D10.07c	SPBC2D10.07c
SPBC2D10.09	SPBC2D10.09
SPBC2D10.19c	SPBC2D10.19c
SPBC2F12.03c	SPBC2F12.03c
SPBC2F12.05c	SPBC2F12.05c
SPBC2F12.12c	SPBC2F12.12c
SPBC2G2.13c	SPBC2G2.13c
SPBC2G2.14	SPBC2G2.14
SPBC2G2.17c	SPBC2G2.17c
SPBC2G5.01	SPBC2G5.01
SPBC2G5.02c	SPBC2G5.02c
SPBC2G5.04c	SPBC2G5.04c
SPBC30B4.02c	SPBC30B4.02c
SPBC30B4.06c	SPBC30B4.06c
SPBC30D10.03c	SPBC30D10.03c
SPBC30D10.05c	SPBC30D10.05c
SPBC30D10.09c	SPBC30D10.09c
SPBC30D10.14	SPBC30D10.14
SPBC31F10.02	SPBC31F10.02
SPBC31F10.03	SPBC31F10.03
SPBC31F10.10c	SPBC31F10.10c
SPBC31F10.12	SPBC31F10.12
SPBC31F10.16	SPBC31F10.16
SPBC31F10.17c	SPBC31F10.17c
SPBC32F12.07c	SPBC32F12.07c
SPBC32F12.12c	SPBC32F12.12c
SPBC32H8.01c	SPBC32H8.01c
SPBC32H8.05	SPBC32H8.05
SPBC32H8.09	SPBC32H8.09
SPBC336.05c	SPBC336.05c
SPBC336.13c	SPBC336.13c
SPBC337.03	SPBC337.03
SPBC337.07c	SPBC337.07c
SPBC337.10c	SPBC337.10c
SPBC337.11	SPBC337.11
SPBC354.04	SPBC354.04
SPBC354.07c	SPBC354.07c
SPBC354.08c	SPBC354.08c
SPBC354.09c	SPBC354.09c
SPBC359.01	SPBC359.01
SPBC359.04c	SPBC359.04c
SPBC36.10	SPBC36.10
SPBC36.11	SPBC36.11
SPBC365.01	SPBC365.01
SPBC365.04c	SPBC365.04c
SPBC365.07c	SPBC365.07c
SPBC365.08c	SPBC365.08c
SPBC365.11	SPBC365.11
SPBC365.16	SPBC365.16
SPBC36B7.02	SPBC36B7.02
SPBC36B7.04	SPBC36B7.04
SPBC36B7.05c	SPBC36B7.05c
SPBC36B7.08c	SPBC36B7.08c
SPBC3B8.03	SPBC3B8.03
SPBC3B8.04c	SPBC3B8.04c
SPBC3B8.05	SPBC3B8.05
SPBC3B8.06	SPBC3B8.06
SPBC3B8.08	SPBC3B8.08
SPBC3B9.04	SPBC3B9.04
SPBC3B9.05	SPBC3B9.05
SPBC3E7.05c	SPBC3E7.05c
SPBC3E7.07c	SPBC3E7.07c
SPBC3E7.09	SPBC3E7.09
SPBC3E7.11c	SPBC3E7.11c
SPBC3F6.01c	SPBC3F6.01c
SPBC3H7.03c	SPBC3H7.03c
SPBC3H7.05c	SPBC3H7.05c
SPBC3H7.08c	SPBC3H7.08c
SPBC3H7.11	SPBC3H7.11
SPBC3H7.13	SPBC3H7.13
SPBC4.02c	SPBC4.02c
SPBC4.06	SPBC4.06
SPBC405.02c	SPBC405.02c
SPBC405.03c	SPBC405.03c
SPBC405.05	SPBC405.05
SPBC405.06	SPBC405.06
SPBC409.08	SPBC409.08
SPBC409.16c	SPBC409.16c
SPBC409.17c	SPBC409.17c
SPBC409.18	SPBC409.18
SPBC409.19c	SPBC409.19c
SPBC418.02	SPBC418.02
SPBC428.10	SPBC428.10
SPBC428.11	SPBC428.11
SPBC428.12c	SPBC428.12c
SPBC428.14	SPBC428.14
SPBC428.15	SPBC428.15
SPBC4B4.04	SPBC4B4.04
SPBC4B4.11	SPBC4B4.11
SPBC4B4.12c	SPBC4B4.12c
SPBC4C3.04c	SPBC4C3.04c
SPBC4C3.09	SPBC4C3.09
SPBC4F6.05c	SPBC4F6.05c
SPBC4F6.11c	SPBC4F6.11c
SPBC530.05	SPBC530.05
SPBC530.06c	SPBC530.06c
SPBC530.07c	SPBC530.07c
SPBC530.08	SPBC530.08
SPBC530.09c	SPBC530.09c
SPBC530.11c	SPBC530.11c
SPBC530.15c	SPBC530.15c
SPBC543.02c	SPBC543.02c
SPBC543.05c	SPBC543.05c
SPBC543.08	SPBC543.08
SPBC557.02c	SPBC557.02c
SPBC557.05	SPBC557.05
SPBC56F2.03	SPBC56F2.03
SPBC56F2.05c	SPBC56F2.05c
SPBC56F2.08c	SPBC56F2.08c
SPBC577.03c	SPBC577.03c
SPBC577.04	SPBC577.04
SPBC577.11	SPBC577.11
SPBC582.04c	SPBC582.04c
SPBC582.08	SPBC582.08
SPBC582.10c	SPBC582.10c
SPBC646.08c	SPBC646.08c
SPBC646.15c	SPBC646.15c
SPBC651.02	SPBC651.02
SPBC651.04	SPBC651.04
SPBC651.12c	SPBC651.12c
SPBC660.05	SPBC660.05
SPBC660.06	SPBC660.06
SPBC660.08	SPBC660.08
SPBC660.10	SPBC660.10
SPBC660.12c	SPBC660.12c
SPBC660.17c	SPBC660.17c
SPBC685.03	SPBC685.03
SPBC691.04	SPBC691.04
SPBC691.05c	SPBC691.05c
SPBC6B1.03c	SPBC6B1.03c
SPBC713.03	SPBC713.03
SPBC713.05	SPBC713.05
SPBC713.07c	SPBC713.07c
SPBC713.09	SPBC713.09
SPBC725.01	SPBC725.01
SPBC725.03	SPBC725.03
SPBC725.04	SPBC725.04
SPBC725.05c	SPBC725.05c
SPBC725.10	SPBC725.10
SPBC776.03	SPBC776.03
SPBC776.05	SPBC776.05
SPBC776.06c	SPBC776.06c
SPBC776.16	SPBC776.16
SPBC776.17	SPBC776.17
SPBC800.10c	SPBC800.10c
SPBC800.11	SPBC800.11
SPBC800.12c	SPBC800.12c
SPBC83.05	SPBC83.05
SPBC83.09c	SPBC83.09c
SPBC83.11	SPBC83.11
SPBC83.16c	SPBC83.16c
SPBC83.17	SPBC83.17
SPBC83.19c	SPBC83.19c
SPBC839.02	SPBC839.02
SPBC839.03c	SPBC839.03c
SPBC839.14c	SPBC839.14c
SPBC887.02	SPBC887.02
SPBC887.08	SPBC887.08
SPBC887.17	SPBC887.17
SPBC8D2.02c	SPBC8D2.02c
SPBC8D2.11	SPBC8D2.11
SPBC8D2.12c	SPBC8D2.12c
SPBC8D2.16c	SPBC8D2.16c
SPBC8D2.17	SPBC8D2.17
SPBC8D2.18c	SPBC8D2.18c
SPBC8E4.01c	SPBC8E4.01c
SPBC8E4.02c	SPBC8E4.02c
SPBC8E4.03	SPBC8E4.03
SPBC8E4.04	SPBC8E4.04
SPBC8E4.05c	SPBC8E4.05c
SPBC902.03	SPBC902.03
SPBC902.04	SPBC902.04
SPBC947.01	SPBC947.01
SPBC947.04	SPBC947.04
SPBC947.06c	SPBC947.06c
SPBC947.09	SPBC947.09
SPBC947.15c	SPBC947.15c
SPBC9B6.03	SPBC9B6.03
SPBC9B6.11c	SPBC9B6.11c
SPBCPT2R1.01c	SPBCPT2R1.01c
SPBCPT2R1.02	SPBCPT2R1.02
SPBCPT2R1.03	SPBCPT2R1.03
SPBP16F5.05c	SPBP16F5.05c
SPBP16F5.08c	SPBP16F5.08c
SPBP19A11.02c	SPBP19A11.02c
SPBP22H7.04	SPBP22H7.04
SPBP22H7.06	SPBP22H7.06
SPBP35G2.02	SPBP35G2.02
SPBP35G2.04c	SPBP35G2.04c
SPBP35G2.11c	SPBP35G2.11c
SPBP35G2.12	SPBP35G2.12
SPBP35G2.14	SPBP35G2.14
SPBP4G3.03	SPBP4G3.03
SPBP4H10.10	SPBP4H10.10
SPBP4H10.12	SPBP4H10.12
SPBP4H10.14c	SPBP4H10.14c
SPBP4H10.16c	SPBP4H10.16c
SPBP4H10.17c	SPBP4H10.17c
SPBP4H10.18c	SPBP4H10.18c
SPBP4H10.19c	SPBP4H10.19c
SPBP8B7.02	SPBP8B7.02
SPBP8B7.08c	SPBP8B7.08c
SPBP8B7.10c	SPBP8B7.10c
SPBP8B7.18c	SPBP8B7.18c
SPBP8B7.23	SPBP8B7.23
SPBP8B7.26	SPBP8B7.26
SPBP8B7.31	SPBP8B7.31
SPBPB10D8.01	SPBPB10D8.01
SPBPB10D8.02c	SPBPB10D8.02c
SPBPB10D8.04c	SPBPB10D8.04c
SPBPB10D8.05c	SPBPB10D8.05c
SPBPB10D8.06c	SPBPB10D8.06c
SPBPB10D8.07c	SPBPB10D8.07c
SPBPB2B2.01	SPBPB2B2.01
SPBPB2B2.05	SPBPB2B2.05
SPBPB2B2.06c	SPBPB2B2.06c
SPBPB2B2.07c	SPBPB2B2.07c
SPBPB2B2.08	SPBPB2B2.08
SPBPB2B2.09c	SPBPB2B2.09c
SPBPB2B2.11	SPBPB2B2.11
SPBPB2B2.18	SPBPB2B2.18
SPBPB2B2.19c	SPBPB2B2.19c
SPBPB7E8.01	SPBPB7E8.01
SPBPB7E8.02	SPBPB7E8.02
SPBPB8B6.05c	SPBPB8B6.05c
SPBPJ4664.02	SPBPJ4664.02
SPBPJ4664.05	SPBPJ4664.05
YJR010C-A	SPC1
YGL093W	SPC105
YDR356W	SPC110
YDR201W	SPC19
SPCC1223.15c	spc19
YML055W	SPC2
SPAC1071.04c	spc2
YMR117C	SPC24
YER018C	SPC25
YPL124W	SPC29
YLR066W	SPC3
YKR037C	SPC34
SPAC8C9.17c	spc34
YKL042W	SPC42
YAL047C	SPC72
YHR172W	SPC97
YNL126W	SPC98
SPCC1020.05	SPCC1020.05
SPCC1020.07	SPCC1020.07
SPCC1020.08	SPCC1020.08
SPCC1020.11c	SPCC1020.11c
SPCC1020.13c	SPCC1020.13c
SPCC1183.02	SPCC1183.02
SPCC1183.11	SPCC1183.11
SPCC11E10.01	SPCC11E10.01
SPCC11E10.07c	SPCC11E10.07c
SPCC11E10.09c	SPCC11E10.09c
SPCC1223.01	SPCC1223.01
SPCC1223.09	SPCC1223.09
SPCC1235.03	SPCC1235.03
SPCC1235.04c	SPCC1235.04c
SPCC1235.11	SPCC1235.11
SPCC1259.02c	SPCC1259.02c
SPCC1259.08	SPCC1259.08
SPCC126.01c	SPCC126.01c
SPCC126.07c	SPCC126.07c
SPCC126.08c	SPCC126.08c
SPCC126.09	SPCC126.09
SPCC126.11c	SPCC126.11c
SPCC126.12	SPCC126.12
SPCC126.13c	SPCC126.13c
SPCC1281.04	SPCC1281.04
SPCC1281.07c	SPCC1281.07c
SPCC132.01c	SPCC132.01c
SPCC132.03	SPCC132.03
SPCC1322.02	SPCC1322.02
SPCC1322.03	SPCC1322.03
SPCC1322.05c	SPCC1322.05c
SPCC1322.09	SPCC1322.09
SPCC1322.10	SPCC1322.10
SPCC1393.08	SPCC1393.08
SPCC1393.09c	SPCC1393.09c
SPCC1393.13	SPCC1393.13
SPCC13B11.02c	SPCC13B11.02c
SPCC13B11.03c	SPCC13B11.03c
SPCC13B11.04c	SPCC13B11.04c
SPCC1442.02	SPCC1442.02
SPCC1442.03	SPCC1442.03
SPCC1442.04c	SPCC1442.04c
SPCC1442.05c	SPCC1442.05c
SPCC1442.07c	SPCC1442.07c
SPCC1442.11c	SPCC1442.11c
SPCC1442.13c	SPCC1442.13c
SPCC1442.14c	SPCC1442.14c
SPCC1450.03	SPCC1450.03
SPCC1450.07c	SPCC1450.07c
SPCC1450.09c	SPCC1450.09c
SPCC1450.12	SPCC1450.12
SPCC1450.16c	SPCC1450.16c
SPCC1494.01	SPCC1494.01
SPCC1494.07	SPCC1494.07
SPCC1494.08c	SPCC1494.08c
SPCC1494.09c	SPCC1494.09c
SPCC14G10.04	SPCC14G10.04
SPCC162.01c	SPCC162.01c
SPCC162.02c	SPCC162.02c
SPCC162.03	SPCC162.03
SPCC162.06c	SPCC162.06c
SPCC162.11c	SPCC162.11c
SPCC1620.07c	SPCC1620.07c
SPCC1620.08	SPCC1620.08
SPCC1620.12c	SPCC1620.12c
SPCC1620.13	SPCC1620.13
SPCC1672.03c	SPCC1672.03c
SPCC1672.04c	SPCC1672.04c
SPCC1672.09	SPCC1672.09
SPCC1682.08c	SPCC1682.08c
SPCC1682.11c	SPCC1682.11c
SPCC16A11.01	SPCC16A11.01
SPCC16A11.03c	SPCC16A11.03c
SPCC16A11.15c	SPCC16A11.15c
SPCC16C4.04	SPCC16C4.04
SPCC16C4.06c	SPCC16C4.06c
SPCC16C4.10	SPCC16C4.10
SPCC16C4.20c	SPCC16C4.20c
SPCC1739.01	SPCC1739.01
SPCC1739.04c	SPCC1739.04c
SPCC1739.06c	SPCC1739.06c
SPCC1739.08c	SPCC1739.08c
SPCC1742.01	SPCC1742.01
SPCC1795.10c	SPCC1795.10c
SPCC1795.12c	SPCC1795.12c
SPCC18.02	SPCC18.02
SPCC18.03	SPCC18.03
SPCC18.09c	SPCC18.09c
SPCC18.10	SPCC18.10
SPCC18.13	SPCC18.13
SPCC18.15	SPCC18.15
SPCC18.17c	SPCC18.17c
SPCC1827.02c	SPCC1827.02c
SPCC1827.03c	SPCC1827.03c
SPCC1827.04	SPCC1827.04
SPCC1827.07c	SPCC1827.07c
SPCC1840.05c	SPCC1840.05c
SPCC1840.07c	SPCC1840.07c
SPCC1840.08c	SPCC1840.08c
SPCC1840.09	SPCC1840.09
SPCC1840.12	SPCC1840.12
SPCC188.09c	SPCC188.09c
SPCC18B5.05c	SPCC18B5.05c
SPCC18B5.06	SPCC18B5.06
SPCC18B5.09c	SPCC18B5.09c
SPCC18B5.10c	SPCC18B5.10c
SPCC1906.02c	SPCC1906.02c
SPCC191.03c	SPCC191.03c
SPCC191.05c	SPCC191.05c
SPCC191.06	SPCC191.06
SPCC191.10	SPCC191.10
SPCC1919.05	SPCC1919.05
SPCC1919.07	SPCC1919.07
SPCC1919.12c	SPCC1919.12c
SPCC1919.13c	SPCC1919.13c
SPCC23B6.01c	SPCC23B6.01c
SPCC23B6.02c	SPCC23B6.02c
SPCC23B6.04c	SPCC23B6.04c
SPCC24B10.02c	SPCC24B10.02c
SPCC24B10.03	SPCC24B10.03
SPCC24B10.06	SPCC24B10.06
SPCC24B10.10c	SPCC24B10.10c
SPCC24B10.15	SPCC24B10.15
SPCC24B10.16c	SPCC24B10.16c
SPCC24B10.18	SPCC24B10.18
SPCC24B10.19c	SPCC24B10.19c
