ORF	Gene
YBR089C-A	NHP6B
YDR456W	NHX1
YFR002W	NIC96
YGL221C	NIF3
YMR309C	NIP1
YPL174C	NIP100
YPL211W	NIP7
YNL078W	NIS1
YIL164C	NIT1
YJL126W	NIT2
YLR351C	NIT3
YDR383C	NKP1
YLR315W	NKP2
YLR328W	NMA1
YNL123W	NMA111
YGR010W	NMA2
YHR077C	NMD2
YHR170W	NMD3
YLR363C	NMD4
YJR132W	NMD5
RRP2	NME1
YLR195C	NMT1
YJR112W	NNF1
YGR089W	NNF2
YKL171W	NNK1
YLR285W	NNT1
YOR056C	NOB1
YOR206W	NOC2
YLR002C	NOC3
YPR144C	NOC4
YPL093W	NOG1
YNR053C	NOG2
YDL014W	NOP1
YHR072W-A	NOP10
YOL041C	NOP12
YNL175C	NOP13
YDL148C	NOP14
YNL110C	NOP15
YER002W	NOP16
YGR251W	NOP19
YNL061W	NOP2
YPL043W	NOP4
YPL146C	NOP53
YLR197W	NOP56
YOR310C	NOP58
YDL213C	NOP6
YGR103W	NOP7
YOL144W	NOP8
YJL010C	NOP9
YIL038C	NOT3
YPR072W	NOT5
YJR072C	NPA3
YDL046W	NPC2
YDR432W	NPL3
YBR170C	NPL4
YMR091C	NPL6
YCR026C	NPP1
YEL016C	NPP2
YNL183C	NPR1
YEL062W	NPR2
YHL023C	NPR3
YOR209C	NPT1
YGL067W	NPY1
YGR043C	NQM1
YNL251C	NRD1
YDR043C	NRG1
YBR066C	NRG2
YNL129W	NRK1
YNR009W	NRM1
YDL167C	NRP1
YOR071C	NRT1
YGL111W	NSA1
YER126C	NSA2
YLR007W	NSE1
YDR288W	NSE3
YDL105W	NSE4
YML023C	NSE5
YHR133C	NSG1
YNL156C	NSG2
YDR026C	NSI1
YPL233W	NSL1
YJL041W	NSP1
YGR159C	NSR1
YNL091W	NST1
YJR062C	NTA1
YBR188C	NTC20
YML059C	NTE1
YER009W	NTF2
YAL015C	NTG1
YOL043C	NTG2
YDR001C	NTH1
YBR001C	NTH2
YPR031W	NTO1
YKR022C	NTR2
YJL208C	NUC1
YOR373W	NUD1
YOL069W	NUF2
YER006W	NUG1
YDR150W	NUM1
YOR098C	NUP1
YKL068W	NUP100
YMR047C	NUP116
YKL057C	NUP120
YKR082W	NUP133
YGL092W	NUP145
YER105C	NUP157
YIL115C	NUP159
YBL079W	NUP170
YML103C	NUP188
YJL039C	NUP192
YLR335W	NUP2
YDR192C	NUP42
YGL172W	NUP49
YMR153W	NUP53
YGR119C	NUP57
YAR002W	NUP60
YJL061W	NUP82
YDL116W	NUP84
YJR042W	NUP85
YDL089W	NUR1
YDL193W	NUS1
YGL151W	NUT1
YPR168W	NUT2
YHR195W	NVJ1
YPR091C	NVJ2
YLR093C	NYV1
YKL120W	OAC1
YAL051W	OAF1
YKR064W	OAF3
YKL055C	OAR1
YPL052W	OAZ1
YNL099C	OCA1
YNL056W	OCA2
YCR095C	OCA4
YHL029C	OCA5
YDR067C	OCA6
YGL038C	OCH1
YKL134C	OCT1
YPL134C	ODC1
YOR222W	ODC2
YML060W	OGG1
YGR179C	OKP1
YBR025C	OLA1
YGL055W	OLE1
Q0130	OLI1
YBR230C	OM14
YIL136W	OM45
YKR087C	OMA1
YDR316W	OMS1
YHL020C	OPI1
YOL032W	OPI10
YJR073C	OPI3
YJL212C	OPT1
YPR194C	OPT2
YBR129C	OPY1
YPR075C	OPY2
YML065W	ORC1
YBR060C	ORC2
YLL004W	ORC3
YPR162C	ORC4
YNL261W	ORC5
YHR118C	ORC6
YGR038W	ORM1
YLR350W	ORM2
YOR130C	ORT1
YDL019C	OSH2
YHR073W	OSH3
YKR003W	OSH6
YHR001W	OSH7
YJR051W	OSM1
YJL002C	OST1
YOR103C	OST2
YOR085W	OST3
YDL232W	OST4
YGL226C-A	OST5
YML019W	OST6
YOR255W	OSW1
YLR054C	OSW2
YMR148W	OSW5
YFL044C	OTU1
YHL013C	OTU2
YER154W	OXA1
YKL215C	OXP1
YPL196W	OXR1
YHR179W	OYE2
YPL171C	OYE3
YDR071C	PAA1
YER165W	PAB1
YOR269W	PAC1
YGR078C	PAC10
YDR488C	PAC11
YER007W	PAC2
YDR538W	PAD1
YBR279W	PAF1
YMR165C	PAH1
YMR174C	PAI3
YDR348C	PAL1
YDR251W	PAM1
YJL104W	PAM16
YKR065C	PAM17
YLR008C	PAM18
YIR006C	PAN1
YGL094C	PAN2
YKL025C	PAN3
YHR063C	PAN5
YIL145C	PAN6
YKR002W	PAP1
YOL115W	PAP2
YDL173W	PAR32
YCR077C	PAT1
YJL223C	PAU1
YDR542W	PAU10
YGL261C	PAU11
YGR294W	PAU12
YHL046C	PAU13
YIL176C	PAU14
YIR041W	PAU15
YKL224C	PAU16
YLL025W	PAU17
YLL064C	PAU18
YMR325W	PAU19
YEL049W	PAU2
YOL161C	PAU20
YOR394W	PAU21
YPL282C	PAU22
YLR037C	PAU23
YBR301W	PAU24
YCR104W	PAU3
YLR461W	PAU4
YFL020C	PAU5
YNR076W	PAU6
YAR020C	PAU7
YAL068C	PAU8
YBL108C-A	PAU9
YLR199C	PBA1
YNL015W	PBI2
YCL052C	PBN1
YGR178C	PBP1
YBR233W	PBP2
YDL053C	PBP4
YJL128C	PBS2
YBR094W	PBY1
YBR295W	PCA1
YKR095W-A	PCC1
YLR151C	PCD1
YDR228C	PCF11
YBR186W	PCH2
YIL071C	PCI8
YKR097W	PCK1
YNL289W	PCL1
YGL134W	PCL10
YDL127W	PCL2
YHR071W	PCL5
YER059W	PCL6
YIL050W	PCL7
YPL219W	PCL8
YDL179W	PCL9
YEL058W	PCM1
YGR101W	PCP1
YBR222C	PCS60
YGR202C	PCT1
YER178W	PDA1
YBR221C	PDB1
YLR044C	PDC1
YDR081C	PDC2
YLR134W	PDC5
YGR087C	PDC6
YGL248W	PDE1
YOR360C	PDE2
YPR002W	PDH1
YCL043C	PDI1
YGL013C	PDR1
YOR328W	PDR10
YIL013C	PDR11
YPL058C	PDR12
YDR406W	PDR15
YNL231C	PDR16
YNL264C	PDR17
YNR070W	PDR18
YBL005W	PDR3
YOR153W	PDR5
YLR266C	PDR8
YDR113C	PDS1
YMR076C	PDS5
YGR193C	PDX1
YBR035C	PDX3
YER149C	PEA2
YGR058W	PEF1
YBL017C	PEP1
YOR036W	PEP12
YLR148W	PEP3
YPL154C	PEP4
YMR231W	PEP5
YDR323C	PEP7
YJL053W	PEP8
YCR044C	PER1
YLR064W	PER33
YFR023W	PES4
YKR046C	PET10
YDR079W	PET100
YMR257C	PET111
YBL080C	PET112
YER058W	PET117
YER153C	PET122
YOR158W	PET123
YOR017W	PET127
YJL023C	PET130
YCR020C	PET18
YJR034W	PET191
YPL159C	PET20
YLR067C	PET309
YNR045W	PET494
YGR222W	PET54
YNL003C	PET8
YBL030C	PET9
YKL197C	PEX1
YDR265W	PEX10
YOL147C	PEX11
YMR026C	PEX12
YLR191W	PEX13
YGL153W	PEX14
YOL044W	PEX15
YNL214W	PEX17
YHR160C	PEX18
YDL065C	PEX19
YJL210W	PEX2
YGR239C	PEX21
YAL055W	PEX22
YPL112C	PEX25
YOR193W	PEX27
YHR150W	PEX28
YDR479C	PEX29
YDR329C	PEX3
YLR324W	PEX30
YGR004W	PEX31
YBR168W	PEX32
YCL056C	PEX34
YGR133W	PEX4
YDR244W	PEX5
YNL329C	PEX6
YDR142C	PEX7
YGR077C	PEX8
YNL326C	PFA3
YOL003C	PFA4
YDR459C	PFA5
YJL179W	PFD1
YGR240C	PFK1
YMR205C	PFK2
YIL107C	PFK26
YOL136C	PFK27
YHR185C	PFS1
YNL317W	PFS2
YOR122C	PFY1
YNL158W	PGA1
YNL149C	PGA2
YML125C	PGA3
YPL206C	PGC1
YGL025C	PGD1
YBR196C	PGI1
YCR012W	PGK1
YKL127W	PGM1
YMR105C	PGM2
YMR278W	PGM3
YCL004W	PGS1
YJR153W	PGU1
YNL316C	PHA2
YGR132C	PHB1
YGR231C	PHB2
YKL043W	PHD1
YDR281C	PHM6
YOL084W	PHM7
YER037W	PHM8
YAR071W	PHO11
YHR215W	PHO12
YDL236W	PHO13
YDL106C	PHO2
YNL097C	PHO23
YBR092C	PHO3
YFR034C	PHO4
YBR093C	PHO5
YDR481C	PHO8
YOL001W	PHO80
YGR233C	PHO81
YML123C	PHO84
YPL031C	PHO85
YJL117W	PHO86
YCR037C	PHO87
YBR106W	PHO88
YBR296C	PHO89
YJL198W	PHO90
YNR013C	PHO91
YOR386W	PHR1
YJL097W	PHS1
YDR313C	PIB1
YGL023C	PIB2
YER053C	PIC2
YML061C	PIF1
YLR273C	PIG1
YIL045W	PIG2
YHR034C	PIH1
YNL267W	PIK1
YGR086C	PIL1
YBL022C	PIM1
YOR104W	PIN2
YPR154W	PIN3
YBL051C	PIN4
YOR363C	PIP2
YKL164C	PIR1
YKL163W	PIR3
YPR113W	PIS1
YBL105C	PKC1
YDR490C	PKH1
YOL100W	PKH2
YDR466W	PKH3
YIL042C	PKP1
YGL059W	PKP2
YMR123W	PKR1
YMR008C	PLB1
YMR006C	PLB2
YOL011W	PLB3
YPL268W	PLC1
YDR501W	PLM2
YDR183W	PLP1
YOR281C	PLP2
YGL008C	PMA1
YPL036W	PMA2
YGL006W	PMC1
YER132C	PMD1
YER003C	PMI40
YLR016C	PML1
YML107C	PML39
YCR024C-A	PMP1
YEL017C-A	PMP2
YDR276C	PMP3
YGL167C	PMR1
YNL082W	PMS1
YDL095W	PMT1
YAL023C	PMT2
YOR321W	PMT3
YJR143C	PMT4
YDL093W	PMT5
YGR199W	PMT6
YDR307W	PMT7
YKL128C	PMU1
YGL037C	PNC1
YPL096W	PNG1
YOR145C	PNO1
YLR209C	PNP1
YOR161C	PNS1
YOR266W	PNT1
YBR022W	POA1
YML069W	POB3
YPL144W	POC4
YCL047C	POF1
YIL122W	POG1
YNL102W	POL1
YBL035C	POL12
YNL262W	POL2
YDL102W	POL3
YBR088C	POL30
YJR006W	POL31
YJR043C	POL32
YCR014C	POL4
YEL055C	POL5
YMR129W	POM152
YLL023C	POM33
YLR018C	POM34
YNL221C	POP1
YNR052C	POP2
YNL282W	POP3
YBR257W	POP4
YAL033W	POP5
YGR030C	POP6
YBR167C	POP7
YBL018C	POP8
YNL055C	POR1
YIL114C	POR2
YPL188W	POS5
YIL160C	POT1
YGL205W	POX1
YMR267W	PPA2
YHR075C	PPE1
YNR032W	PPG1
YDL134C	PPH21
YDL188C	PPH22
YDR075W	PPH3
YDR435C	PPM1
YOL141W	PPM2
YDR452W	PPN1
YPL179W	PPQ1
YLR014C	PPR1
YBR276C	PPS1
YGR123C	PPT1
YPL148C	PPT2
YHR201C	PPX1
YML016C	PPZ1
YDR436W	PPZ2
YEL060C	PRB1
YMR297W	PRC1
YCL057W	PRD1
YER012W	PRE1
YOR362C	PRE10
YPR103W	PRE2
YJL001W	PRE3
YFR050C	PRE4
YMR314W	PRE5
YOL038W	PRE6
YBL041W	PRE7
YML092C	PRE8
YGR135W	PRE9
YIR008C	PRI1
YKL045W	PRI2
YIL095W	PRK1
YNL279W	PRM1
YJL108C	PRM10
YIL037C	PRM2
YPL192C	PRM3
YPL156C	PRM4
YIL117C	PRM5
YML047C	PRM6
YDL039C	PRM7
YGL053W	PRM8
YAR031W	PRM9
YDR300C	PRO1
YOR323C	PRO2
YER023W	PRO3
YDL043C	PRP11
YKR086W	PRP16
YGR006W	PRP18
YLL036C	PRP19
YNR011C	PRP2
YJL203W	PRP21
YER013W	PRP22
YMR268C	PRP24
YDR243C	PRP28
YDR473C	PRP3
YGR091W	PRP31
YGR075C	PRP38
YML046W	PRP39
YPR178W	PRP4
YKL012W	PRP40
YDR235W	PRP42
YGL120C	PRP43
YAL032C	PRP45
YPL151C	PRP46
YBR237W	PRP5
YBR055C	PRP6
YHR165C	PRP8
YDL030W	PRP9
YKL116C	PRR1
YDL214C	PRR2
YKL181W	PRS1
YER099C	PRS2
YHL011C	PRS3
YBL068W	PRS4
YOL061W	PRS5
YOR361C	PRT1
YBL064C	PRX1
YJL079C	PRY1
YKR013W	PRY2
YJL078C	PRY3
YDL055C	PSA1
YNL169C	PSD1
YGR170W	PSD2
YMR308C	PSE1
YDR013W	PSF1
YJL072C	PSF2
YOL146W	PSF3
YOL054W	PSH1
YAL017W	PSK1
YOL045W	PSK2
YMR137C	PSO2
YDR505C	PSP1
YML017W	PSP2
YLL010C	PSR1
YLR019W	PSR2
YDR055W	PST1
YDR032C	PST2
YNL201C	PSY2
YLR376C	PSY3
YBL046W	PSY4
YAL043C	PTA1
YDL006W	PTC1
YER089C	PTC2
YBL056W	PTC3
YBR125C	PTC4
YOR090C	PTC5
YCR079W	PTC6
YHR076W	PTC7
YHR189W	PTH1
YBL057C	PTH2
YGR156W	PTI1
YKL198C	PTK1
YJR059W	PTK2
YKL039W	PTM1
YDL230W	PTP1
YOR208W	PTP2
YER075C	PTP3
YKR093W	PTR2
YFR029W	PTR3
YNL016W	PUB1
YPR042C	PUF2
YLL013C	PUF3
YGL014W	PUF4
YDR496C	PUF6
YER185W	PUG1
YLR414C	PUN1
YOR157C	PUP1
YGR253C	PUP2
YER094C	PUP3
YPL212C	PUS1
YGL063W	PUS2
YNL292W	PUS4
YLR165C	PUS5
YGR169C	PUS6
YOR243C	PUS7
YDL036C	PUS9
YLR142W	PUT1
YHR037W	PUT2
YKL015W	PUT3
YOR348C	PUT4
YLR196W	PWP1
YCR057C	PWP2
YPL147W	PXA1
YKL188C	PXA2
YKR090W	PXL1
YGR280C	PXR1
YGL062W	PYC1
YBR218C	PYC2
YOR347C	PYK2
YPR186C	PZF1
YHR001W-A	QCR10
YPR191W	QCR2
YFR033C	QCR6
YDR529C	QCR7
YJL166W	QCR8
YGR183C	QCR9
YIL120W	QDR1
YIL121W	QDR2
YBR043C	QDR3
YHR074W	QNS1
YDL103C	QRI1
YLR204W	QRI5
YDL104C	QRI7
YPL022W	RAD1
YML095C	RAD10
YMR201C	RAD14
YBR114W	RAD16
YOR368W	RAD17
YCR066W	RAD18
YGR258C	RAD2
YEL037C	RAD23
YER173W	RAD24
YJR035W	RAD26
YKL113C	RAD27
YDR030C	RAD28
YER171W	RAD3
YDR419W	RAD30
YML011C	RAD33
YDR314C	RAD34
YER162C	RAD4
YLR032W	RAD5
YNL250W	RAD50
YER095W	RAD51
YML032C	RAD52
YPL153C	RAD53
YGL163C	RAD54
YDR076W	RAD55
YDR004W	RAD57
YDL059C	RAD59
YGL058W	RAD6
YDR014W	RAD61
YJR052W	RAD7
YDR217C	RAD9
R0030W	RAF1
YGL246C	RAI1
YDL090C	RAM1
YKL019W	RAM2
YNL216W	RAP1
YOR101W	RAS1
YNL098C	RAS2
YOR048C	RAT1
YJR033C	RAV1
YDR202C	RAV2
YOR301W	RAX1
YLR084C	RAX2
YDR527W	RBA50
YPL246C	RBD2
YAL036C	RBG1
YGR173W	RBG2
YCR036W	RBK1
YOR265W	RBL2
YDL189W	RBS1
YMR274C	RCE1
YML030W	RCF1
YNR018W	RCF2
YGL158W	RCK1
YLR248W	RCK2
YOL010W	RCL1
YKL159C	RCN1
YOR220W	RCN2
YMR075W	RCO1
YBR005W	RCR1
YDR003W	RCR2
YJL204C	RCY1
YBR073W	RDH54
YDL135C	RDI1
YOR285W	RDL1
YOR286W	RDL2
RDN18	RDN18-1
RDN25	RDN25-1
RDN5	RDN5-1
RDN58	RDN58-1
YOR380W	RDR1
YCR106W	RDS1
YPL133C	RDS2
YPR094W	RDS3
YBR049C	REB1
YLR329W	REC102
YHR157W	REC104
YJR021C	REC107
YMR133W	REC114
YPR007C	REC8
YLR263W	RED1
YJL217W	REE1
YDR195W	REF2
YDR028C	REG1
YBR050C	REG2
YLR387C	REH1
YBR267W	REI1
R0020C	REP1
R0040C	REP2
YCL001W	RER1
YBR002C	RER2
YOR207C	RET1
YFR051C	RET2
YPL010W	RET3
YOR346W	REV1
YPL167C	REV3
YIL139C	REV7
YLR059C	REX2
YLR107W	REX3
YOL080C	REX4
YAR007C	RFA1
YNL312W	RFA2
YJL173C	RFA3
YOR217W	RFC1
YJR068W	RFC2
YNL290W	RFC3
YOL094C	RFC4
YBR087W	RFC5
YOR279C	RFM1
YBR052C	RFS1
YBL020W	RFT1
YLR073C	RFU1
YLR176C	RFX1
YOR127W	RGA1
YDR379W	RGA2
YPR115W	RGC1
YBR260C	RGD1
YFL047W	RGD2
YER067W	RGI1
YIL057C	RGI2
YPL066W	RGL1
YMR182C	RGM1
YDR137W	RGP1
YLR071C	RGR1
YOR107W	RGS2
YKL038W	RGT1
YDL138W	RGT2
YCR027C	RHB1
YPR165W	RHO1
YNL090W	RHO2
YIL118W	RHO3
YKR055W	RHO4
YNL180C	RHO5
YIL053W	RHR2
YNL163C	RIA1
YBL033C	RIB1
YOL066C	RIB2
YDR487C	RIB3
YOL143C	RIB4
YBR256C	RIB5
YBR153W	RIB7
YLR039C	RIC1
YBR275C	RIF1
YLR453C	RIF2
YCR028C-A	RIM1
YHL027W	RIM101
YMR139W	RIM11
YMR154C	RIM13
YFL033C	RIM15
YBR192W	RIM2
YOR275C	RIM20
YNL294C	RIM21
YHL024W	RIM4
YGL045W	RIM8
YMR063W	RIM9
YOR119C	RIO1
YNL207W	RIO2
YEL024W	RIP1
YMR283C	RIT1
YHR197W	RIX1
YLL034C	RIX7
YOR095C	RKI1
YPL208W	RKM1
YDR198C	RKM2
YBR030W	RKM3
YDR257C	RKM4
YLR137W	RKM5
YMR247C	RKR1
YPR018W	RLF2
YDR091C	RLI1
YPL089C	RLM1
YLR009W	RLP24
YNL002C	RLP7
YKL132C	RMA1
YDL001W	RMD1
YDR255C	RMD5
YEL072W	RMD6
YFR048W	RMD8
YGL107C	RMD9
YGR044C	RME1
YPL024W	RMI1
YEL050C	RML2
YLR145W	RMP1
YGL250W	RMR1
YDR465C	RMT2
YMR235C	RNA1
YMR061W	RNA14
YGL044C	RNA15
ETC5	RNA170
YMR234W	RNH1
YNL072W	RNH201
YDR279W	RNH202
YLR154C	RNH203
YGR276C	RNH70
YLL046C	RNP1
YCL028W	RNQ1
YER070W	RNR1
YJL026W	RNR2
YIL066C	RNR3
YGR180C	RNR4
YMR239C	RNT1
YPL123C	RNY1
YOR018W	ROD1
YGL144C	ROG1
YFR022W	ROG3
YGL171W	ROK1
YGR070W	ROM1
YLR371W	ROM2
YMR200W	ROT1
YBR229C	ROT2
YPR065W	ROX1
YBL093C	ROX3
YMR258C	ROY1
YJR063W	RPA12
YPR010C	RPA135
YDR156W	RPA14
YOR341W	RPA190
YJL148W	RPA34
YOR340C	RPA43
YNL248C	RPA49
YOR210W	RPB10
YOL005C	RPB11
YOR151C	RPB2
YIL021W	RPB3
YJL140W	RPB4
YBR154C	RPB5
YDR404C	RPB7
YOR224C	RPB8
YGL070C	RPB9
YHR143W-A	RPC10
YDR045C	RPC11
YJL011C	RPC17
YNL113W	RPC19
YKL144C	RPC25
YNL151C	RPC31
YNR003C	RPC34
YKR025W	RPC37
YPR110C	RPC40
YDL150W	RPC53
YPR190C	RPC82
YNL330C	RPD3
YJL121C	RPE1
YHR088W	RPF1
YKR081C	RPF2
YBR079C	RPG1
YER169W	RPH1
YIL119C	RPI1
YLR075W	RPL10
YPR102C	RPL11A
YGR085C	RPL11B
YEL054C	RPL12A
YDR418W	RPL12B
YDL082W	RPL13A
YMR142C	RPL13B
YKL006W	RPL14A
YHL001W	RPL14B
YLR029C	RPL15A
YMR121C	RPL15B
YIL133C	RPL16A
YNL069C	RPL16B
YKL180W	RPL17A
YJL177W	RPL17B
YOL120C	RPL18A
YNL301C	RPL18B
YBR084C-A	RPL19A
YBL027W	RPL19B
YPL220W	RPL1A
YGL135W	RPL1B
YMR242C	RPL20A
YOR312C	RPL20B
YBR191W	RPL21A
YPL079W	RPL21B
YLR061W	RPL22A
YFL034C-A	RPL22B
YBL087C	RPL23A
YER117W	RPL23B
YGL031C	RPL24A
YGR148C	RPL24B
YOL127W	RPL25
YLR344W	RPL26A
YGR034W	RPL26B
YHR010W	RPL27A
YDR471W	RPL27B
YGL103W	RPL28
YFR032C-A	RPL29
YFR031C-A	RPL2A
YIL018W	RPL2B
YOR063W	RPL3
YGL030W	RPL30
YDL075W	RPL31A
YLR406C	RPL31B
YBL092W	RPL32
YPL143W	RPL33A
YOR234C	RPL33B
YER056C-A	RPL34A
YIL052C	RPL34B
YDL191W	RPL35A
YDL136W	RPL35B
YMR194W	RPL36A
YPL249C-A	RPL36B
YLR185W	RPL37A
YDR500C	RPL37B
YLR325C	RPL38
YJL189W	RPL39
YIL148W	RPL40A
YKR094C	RPL40B
YDL184C	RPL41A
YDL133C-A	RPL41B
YNL162W	RPL42A
YHR141C	RPL42B
YPR043W	RPL43A
YJR094W-A	RPL43B
YBR031W	RPL4A
YDR012W	RPL4B
YPL131W	RPL5
YML073C	RPL6A
YLR448W	RPL6B
YGL076C	RPL7A
YPL198W	RPL7B
YHL033C	RPL8A
YLL045C	RPL8B
YGL147C	RPL9A
YNL067W	RPL9B
YML091C	RPM2
YHR027C	RPN1
YHR200W	RPN10
YFR004W	RPN11
YFR052W	RPN12
YLR421C	RPN13
YGL004C	RPN14
YIL075C	RPN2
YER021W	RPN3
YDL020C	RPN4
YDL147W	RPN5
YDL097C	RPN6
YPR108W	RPN7
YOR261C	RPN8
YDR427W	RPN9
YDL140C	RPO21
YPR187W	RPO26
YOR116C	RPO31
YFL036W	RPO41
YLR340W	RPP0
YHR062C	RPP1
YDL081C	RPP1A
YDL130W	RPP1B
YOL039W	RPP2A
YDR382W	RPP2B
YIR015W	RPR2
YGR214W	RPS0A
YLR048W	RPS0B
YOR293W	RPS10A
YMR230W	RPS10B
YDR025W	RPS11A
YBR048W	RPS11B
YOR369C	RPS12
YDR064W	RPS13
YCR031C	RPS14A
YJL191W	RPS14B
YOL040C	RPS15
YMR143W	RPS16A
YDL083C	RPS16B
YML024W	RPS17A
YDR447C	RPS17B
YDR450W	RPS18A
YML026C	RPS18B
YOL121C	RPS19A
YNL302C	RPS19B
YLR441C	RPS1A
YML063W	RPS1B
YGL123W	RPS2
YHL015W	RPS20
YKR057W	RPS21A
YJL136C	RPS21B
YJL190C	RPS22A
YLR367W	RPS22B
YGR118W	RPS23A
YPR132W	RPS23B
YER074W	RPS24A
YIL069C	RPS24B
YGR027C	RPS25A
YLR333C	RPS25B
YGL189C	RPS26A
YER131W	RPS26B
YKL156W	RPS27A
YHR021C	RPS27B
YOR167C	RPS28A
YLR264W	RPS28B
YLR388W	RPS29A
YDL061C	RPS29B
YNL178W	RPS3
YLR287C-A	RPS30A
YOR182C	RPS30B
YLR167W	RPS31
YJR145C	RPS4A
YHR203C	RPS4B
YJR123W	RPS5
YPL090C	RPS6A
YBR181C	RPS6B
YOR096W	RPS7A
YNL096C	RPS7B
YBL072C	RPS8A
YER102W	RPS8B
YPL081W	RPS9A
YBR189W	RPS9B
YKL145W	RPT1
YDL007W	RPT2
YDR394W	RPT3
YOR259C	RPT4
YOR117W	RPT5
YGL048C	RPT6
YMR131C	RRB1
YIL153W	RRD1
YPL152W	RRD2
YHR038W	RRF1
YDR065W	RRG1
YOR305W	RRG7
YPR116W	RRG8
YNL213C	RRG9
YDL216C	RRI1
YOL117W	RRI2
YHR031C	RRM3
YBL025W	RRN10
YML043C	RRN11
YKL125W	RRN3
YLR141W	RRN5
YBL014C	RRN6
YJL025W	RRN7
YMR270C	RRN9
YDR087C	RRP1
YPL012W	RRP12
YKL082C	RRP14
YPR143W	RRP15
YDR412W	RRP17
YHR065C	RRP3
YOR287C	RRP36
YHR069C	RRP4
YOL142W	RRP40
YDL111C	RRP42
YCR035C	RRP43
YDR280W	RRP45
YGR095C	RRP46
YMR229C	RRP5
YOR001W	RRP6
YCL031C	RRP7
YDR083W	RRP8
YPR137W	RRP9
YOR294W	RRS1
YCR045C	RRT12
YER066W	RRT13
YIL127C	RRT14
YLR162W-A	RRT15
YBR246W	RRT2
YFR032C	RRT5
YGL146C	RRT6
YOL048C	RRT8
YPL193W	RSA1
YLR221C	RSA3
YCR072C	RSA4
YOR049C	RSB1
YGR056W	RSC1
YLR357W	RSC2
YDR303C	RSC3
YHR056C	RSC30
YKR008W	RSC4
YLR033W	RSC58
YCR052W	RSC6
YFR037C	RSC8
YML127W	RSC9
YML049C	RSE1
YMR030W	RSF1
YJR127C	RSF2
YDR041W	RSM10
YER050C	RSM18
YNR037C	RSM19
YKL155C	RSM22
YGL129C	RSM23
YDR175C	RSM24
YIL093C	RSM25
YJR101W	RSM26
YGR215W	RSM27
YDR494W	RSM28
YJR113C	RSM7
YMR266W	RSN1
YER125W	RSP5
YGR152C	RSR1
YGR213C	RTA1
YOL138C	RTC1
YBR147W	RTC2
YHR087W	RTC3
YNL254C	RTC4
YOR118W	RTC5
YPL183W-A	RTC6
YGL244W	RTF1
YOL067C	RTG1
YGL252C	RTG2
YBL103C	RTG3
YDL025C	RTK1
YDR233C	RTN1
YDL204W	RTN2
YER139C	RTR1
YDR066C	RTR2
YOR014W	RTS1
YOR077W	RTS2
YGR161C	RTS3
YPL183C	RTT10
YJL047C	RTT101
YGR275W	RTT102
YDR289C	RTT103
YER104W	RTT105
YNL206C	RTT106
YHR154W	RTT107
YLL002W	RTT109
YDR139C	RUB1
YOR216C	RUD3
RUF5	RUF5-1
YOR138C	RUP1
YDR190C	RVB1
YPL235W	RVB2
YCR009C	RVS161
YDR388W	RVS167
YBR095C	RXT2
YDL076C	RXT3
YKL212W	SAC1
YDR159W	SAC3
YDR129C	SAC6
YDR389W	SAC7
YFR005C	SAD1
YGL175C	SAE2
YHR079C-A	SAE3
YBR280C	SAF1
YJR004C	SAG1
YER043C	SAH1
YER129W	SAK1
YNL083W	SAL1
YLR180W	SAM1
YDR502C	SAM2
YPL274W	SAM3
YHR083W	SAM35
YMR060C	SAM37
YPL273W	SAM4
YNL026W	SAM50
YDR143C	SAN1
YER047C	SAP1
YFR040W	SAP155
YJL098W	SAP185
YKR028W	SAP190
YMR263W	SAP30
YGL229C	SAP4
YPL218W	SAR1
YDL153C	SAS10
YMR127C	SAS2
YBL052C	SAS3
YDR181C	SAS4
YOR213C	SAS5
YCR008W	SAT4
YAL027W	SAW1
YGR263C	SAY1
YKL117W	SBA1
YDR351W	SBE2
YHR103W	SBE22
YER087C-B	SBH1
YER019C-A	SBH2
YHL034C	SBP1
YDR180W	SCC2
YER147C	SCC4
YOR329C	SCD5
YPR129W	SCD6
Q0160	SCEI
YHR205W	SCH9
YMR214W	SCJ1
YGL011C	SCL1
YDL139C	SCM3
YGR049W	SCM4
YBR037C	SCO1
YBR024W	SCO2
YOR367W	SCP1
YJL080C	SCP160
YER120W	SCS2
YBL091C-A	SCS22
YGL126W	SCS3
YMR272C	SCS7
YBL011W	SCT1
YMR305C	SCW10
YGL028C	SCW11
YGR279C	SCW4
YGL083W	SCY1
YGR245C	SDA1
YDR469W	SDC1
YLL016W	SDC25
YKL148C	SDH1
YLL041C	SDH2
YKL141W	SDH3
YDR178W	SDH4
YIL167W	SDL1
YLR022C	SDO1
YIL113W	SDP1
YKL193C	SDS22
YGL056C	SDS23
YBR214W	SDS24
YIL084C	SDS3
YGL224C	SDT1
YBL104C	SEA4
YDR164C	SEC1
YLR166C	SEC10
YIR022W	SEC11
YNR026C	SEC12
YLR208W	SEC13
YMR079W	SEC14
YGL233W	SEC15
YPL085W	SEC16
YBL050W	SEC17
YBR080C	SEC18
YNL272C	SEC2
YDR498C	SEC20
YNL287W	SEC21
YLR268W	SEC22
YPR181C	SEC23
YIL109C	SEC24
YDR238C	SEC26
YGL137W	SEC27
YIL076W	SEC28
YER008C	SEC3
YDL195W	SEC31
YLR440C	SEC39
YFL005W	SEC4
YDR166C	SEC5
YFL045C	SEC53
