YNL171C	0
YFL018C	LPD1
YPL060W	LPE10
YDR503C	LPP1
YCL051W	LRE1
YDL240W	LRG1
YNR008W	LRO1
YHR081W	LRP1
YDR439W	LRS4
YGR136W	LSB1
YFR024C-A	LSB3
YCL034W	LSB5
YJL100W	LSB6
YOR142W	LSC1
YGR244C	LSC2
YJL124C	LSM1
YHR121W	LSM12
YDR378C	LSM6
YNL147W	LSM7
YPL004C	LSP1
YKL176C	LST4
YAL024C	LTE1
YPR073C	LTP1
YCR087C-A	LUG1
YNL268W	LYP1
YNL268W	LYP1
YNL268W	LYP1
YNL268W	LYP1
YNL268W	LYP1
YNL268W	LYP1
YNL268W	LYP1
YIR034C	LYS1
YIL094C	LYS12
YDR034C	LYS14
YDR034C	LYS14
YDR034C	LYS14
YDR034C	LYS14
YDR034C	LYS14
YDR034C	LYS14
YDR034C	LYS14
YBR115C	LYS2
YBR115C	LYS2
YDL182W	LYS20
YDL131W	LYS21
YDR234W	LYS4
YGL154C	LYS5
YNR050C	LYS9
YMR021C	MAC1
YGL086W	MAD1
YJL030W	MAD2
YJL013C	MAD3
YKL029C	MAE1
YDR005C	MAF1
YER142C	MAG1
YLR427W	MAG2
YEL053C	MAK10
YPR051W	MAK3
YCR020C-A	MAK31
YCR019W	MAK32
YGR289C	MAL11
YGR292W	MAL12
YGR288W	MAL13
YBR298C	MAL31
YBR299W	MAL32
YBR297W	MAL33
YER106W	MAM1
YOL060C	MAM3
YIL070C	MAM33
YBL091C	MAP2
YBR185C	MBA1
YJL199C	MBB1
YOR298C-A	MBF1
YDL056W	MBP1
YKL093W	MBR1
YOR197W	MCA1
YDL054C	MCH1
YKL221W	MCH2
YOL119C	MCH4
YOR306C	MCH5
YOR306C	MCH5
YNL307C	MCK1
YPR046W	MCM16
YDR318W	MCM21
YJR135C	MCM22
YKL150W	MCR1
YOR221C	MCT1
YBR227C	MCX1
YNL173C	MDG1
YKL085W	MDH1
YOL126C	MDH2
YDL078C	MDH3
YNL328C	MDJ2
YLR188W	MDL1
YPL270W	MDL2
YML104C	MDM1
YAL010C	MDM10
YOL009C	MDM12
YLR368W	MDM30
YHR194W	MDM31
YGL219C	MDM34
YKL053C-A	MDM35
YPR083W	MDM36
YOL027C	MDM38
YGR100W	MDR1
YGL197W	MDS3
YJL112W	MDV1
YOL111C	MDY2
YPR070W	MED1
YKR007W	MEH1
YER044C-A	MEI4
YPL121C	MEI5
YOR351C	MEK1
YGR121C	MEP1
YNL142W	MEP2
YPR138C	MEP3
YKR069W	MET1
YFR030W	MET10
YPL023C	MET12
YGL125W	MET13
YKL001C	MET14
YPR167C	MET16
YLR303W	MET17
YIL128W	MET18
YNL277W	MET2
YOL064C	MET22
YIR017C	MET28
YJR010W	MET3
YPL038W	MET31
YDR253C	MET32
YER091C	MET6
YBR213W	MET8
YLR017W	MEU1
YPL187W	MF(ALPHA)1
YGL089C	MF(ALPHA)2
YDR461W	MFA1
YNL145W	MFA2
YDR219C	MFB1
YML062C	MFT1
YGR249W	MGA1
YIR033W	MGA2
YCL044C	MGR1
YPL098C	MGR2
YNL218W	MGS1
YDL200C	MGT1
YJL042W	MHP1
YLL062C	MHT1
YDR031W	MIC14
YMR002W	MIC17
YNL291C	MID1
YLR332W	MID2
YGL035C	MIG1
YGL209W	MIG2
YER028C	MIG3
YMR036C	MIH1
YHR015W	MIP6
YJR077C	MIR1
YBR084W	MIS1
YDR144C	MKC7
YOR231W	MKK1
YPL140C	MKK2
YNL076W	MKS1
YNL085W	MKT1
YPR188C	MLC2
YNL074C	MLF3
YMR167W	MLH1
YLR035C	MLH2
YPL164C	MLH3
YKR095W	MLP1
YIL149C	MLP2
YNL117W	MLS1
YLL006W	MMM1
YLL061W	MMP1
YLR190W	MMR1
YPR164W	MMS1
YGL087C	MMS2
YLR320W	MMS22
YBR098W	MMS4
YMR177W	MMT1
YPL224C	MMT2
YIR025W	MND2
YOR350C	MNE1
YIL110W	MNI1
YPR045C	MNI2
YHR204W	MNL1
YER001W	MNN1
YDR245W	MNN10
YJL183W	MNN11
YBR015C	MNN2
YKL201C	MNN4
YJL186W	MNN5
YKL064W	MNR2
YJR131W	MNS1
YGL257C	MNT2
YIL014W	MNT3
YNR059W	MNT4
YNR059W	MNT4
YNR059W	MNT4
YNR059W	MNT4
YNR059W	MNT4
YNR059W	MNT4
YNR059W	MNT4
YOR274W	MOD5
YJR074W	MOG1
YBL049W	MOH1
YGL124C	MON1
YNL297C	MON2
YMR070W	MOT3
YNL249C	MPA43
YOR177C	MPC54
YOR288C	MPD1
YOL088C	MPD2
YIR002C	MPH1
YJL066C	MPM1
YCL061C	MRC1
YMR224C	MRE11
YMR224C	MRE11
YMR224C	MRE11
YMR224C	MRE11
YMR224C	MRE11
YMR224C	MRE11
YMR224C	MRE11
YDR033W	MRH1
YDL079C	MRK1
YPR079W	MRL1
YGL136C	MRM2
YPL184C	MRN1
YGR084C	MRP13
YKL167C	MRP49
YKL142W	MRP8
YDR116C	MRPL1
YNL284C	MRPL10
YBR122C	MRPL36
YML009c	MRPL39
YMR225C	MRPL44
YNR022C	MRPL50
YMR188C	MRPS17
YBR146W	MRPS9
YOR334W	MRS2
YJL133W	MRS3
YKR052C	MRS4
YKL009W	MRT4
YOR188W	MSB1
YGR014W	MSB2
YNL293W	MSB3
YOL112W	MSB4
YML128C	MSC1
YDR205W	MSC2
YLR219W	MSC3
YOR354C	MSC6
YHR039C	MSC7
YNL053W	MSG5
YOL090W	MSH2
YCR092C	MSH3
YFL003C	MSH4
YDL154W	MSH5
YDR097C	MSH6
YBR195C	MSI1
YIR009W	MSL1
YOL116W	MSN1
YMR037C	MSN2
YKL062W	MSN4
YDR335W	MSN5
YNR049C	MSO1
YGR028W	MSP1
YMR023C	MSS1
YMR164C	MSS11
YPR134W	MSS18
YGL051W	MST27
YJL123C	MTC1
YKL098W	MTC2
YGL226W	MTC3
YBR255W	MTC4
YDR128W	MTC5
YHR151C	MTC6
YEL033W	MTC7
YKR080W	MTD1
YDR277C	MTH1
YGR023W	MTL1
YGL236C	MTO1
YNL063W	MTQ1
YMR100W	MUB1
YIR019C	MUC1
YBR119W	MUD1
YKL074C	MUD2
YPL070W	MUK1
YBR057C	MUM2
YOR298W	MUM3
YGR055W	MUP1
YHL036W	MUP3
YGR007W	MUQ1
YDR386W	MUS81
YGR206W	MVB12
YMR004W	MVP1
YER042W	MXR1
YKL129C	MYO3
YAL029C	MYO4
YMR109W	MYO5
YML117W	NAB6
YMR080C	NAM7
YHR086W	NAM8
YKR048C	NAP1
YIL007C	NAS2
YGR232W	NAS6
YDL040C	NAT1
YDL040C	NAT1
YDL040C	NAT1
YDL040C	NAT1
YDL040C	NAT1
YDL040C	NAT1
YDL040C	NAT1
YOR253W	NAT5
YOL070C	NBA1
YDR162C	NBP2
YPR155C	NCA2
YJL116C	NCA3
YPR149W	NCE102
YBL024W	NCL1
YNL119W	NCS2
YGL211W	NCS6
YMR145C	NDE1
YDL085W	NDE2
YML120C	NDI1
YOL104C	NDJ1
YLR254C	NDL1
YHR124W	NDT80
YLR265C	NEJ1
YHR004C	NEM1
YPL226W	NEW1
YOR156C	NFI1
YKR103W	NFT1
YKL040C	NFU1
YOL042W	NGL1
YMR285C	NGL2
YML118W	NGL3
YBR212W	NGR1
YLR138W	NHA1
YDL002C	NHP10
YPR052C	NHP6A
YGL221C	NIF3
YPL174C	NIP100
YNL078W	NIS1
YIL164C	NIT1
YJL126W	NIT2
YLR351C	NIT3
YDR383C	NKP1
YLR315W	NKP2
YLR328W	NMA1
YNL123W	NMA111
YGR010W	NMA2
YHR077C	NMD2
YHR077C	NMD2
YHR077C	NMD2
YHR077C	NMD2
YHR077C	NMD2
YHR077C	NMD2
YHR077C	NMD2
YLR363C	NMD4
YGR089W	NNF2
YLR285W	NNT1
YOL041C	NOP12
YNL175C	NOP13
YER002W	NOP16
YDL213C	NOP6
YIL038C	NOT3
YDL046W	NPC2
YBR170C	NPL4
YCR026C	NPP1
YEL016C	NPP2
YNL183C	NPR1
YEL062W	NPR2
YOR209C	NPT1
YGL067W	NPY1
YDR043C	NRG1
YBR066C	NRG2
YNL129W	NRK1
YNR009W	NRM1
YDL167C	NRP1
YHR133C	NSG1
YNL156C	NSG2
YNL091W	NST1
YJR062C	NTA1
YBR188C	NTC20
YML059C	NTE1
YAL015C	NTG1
YOL043C	NTG2
YDR001C	NTH1
YBR001C	NTH2
YPR031W	NTO1
YJL208C	NUC1
YDR150W	NUM1
YKL068W	NUP100
YKR082W	NUP133
YBL079W	NUP170
YML103C	NUP188
YLR335W	NUP2
YDR192C	NUP42
YMR153W	NUP53
YAR002W	NUP60
YGL151W	NUT1
YHR195W	NVJ1
YLR093C	NYV1
YKL120W	OAC1
YAL051W	OAF1
YKR064W	OAF3
YKL055C	OAR1
YPL052W	OAZ1
YNL099C	OCA1
YNL056W	OCA2
YCR095C	OCA4
YHL029C	OCA5
YDR067C	OCA6
YPL134C	ODC1
YOR222W	ODC2
YML060W	OGG1
YBR230C	OM14
YIL136W	OM45
YKR087C	OMA1
YDR316W	OMS1
YHL020C	OPI1
YOL032W	OPI10
YJR073C	OPI3
YJL212C	OPT1
YPR194C	OPT2
YBR129C	OPY1
YPR075C	OPY2
YGR038W	ORM1
YLR350W	ORM2
YAR044W	OSH1
YDL019C	OSH2
YHR073W	OSH3
YKR003W	OSH6
YJR051W	OSM1
YOR085W	OST3
YDL232W	OST4
YGL226C-A	OST5
YML019W	OST6
YOR255W	OSW1
YLR054C	OSW2
YFL044C	OTU1
YHL013C	OTU2
YPL196W	OXR1
YHR179W	OYE2
YPL171C	OYE3
YDR071C	PAA1
YOR269W	PAC1
YGR078C	PAC10
YDR488C	PAC11
YER007W	PAC2
YDR538W	PAD1
YMR165C	PAH1
YMR174C	PAI3
YDR251W	PAM1
YKR065C	PAM17
YGL094C	PAN2
YKL025C	PAN3
YIL145C	PAN6
YOL115W	PAP2
YCR077C	PAT1
YGL261C	PAU11
YHL046C	PAU13
YLL025W	PAU17
YEL049W	PAU2
YLR461W	PAU4
YFL020C	PAU5
YAR020C	PAU7
YAL068C	PAU8
YNL015W	PBI2
YGR178C	PBP1
YBR233W	PBP2
YDL053C	PBP4
YJL128C	PBS2
YBR094W	PBY1
YBR295W	PCA1
YLR151C	PCD1
YBR186W	PCH2
YIL071C	PCI8
YKR097W	PCK1
YNL289W	PCL1
YDL127W	PCL2
YER059W	PCL6
YIL050W	PCL7
YPL219W	PCL8
YDL179W	PCL9
YGR101W	PCP1
YBR222C	PCS60
YGR202C	PCT1
YER178W	PDA1
YBR221C	PDB1
YLR044C	PDC1
YLR134W	PDC5
YGR087C	PDC6
YGL248W	PDE1
YOR360C	PDE2
YPR002W	PDH1
YGL013C	PDR1
YOR328W	PDR10
YIL013C	PDR11
YPL058C	PDR12
YDR406W	PDR15
YNL231C	PDR16
YBL005W	PDR3
YOR153W	PDR5
YLR266C	PDR8
YGR193C	PDX1
YER149C	PEA2
YBL017C	PEP1
YPL154C	PEP4
YJL053W	PEP8
YCR044C	PER1
YFR023W	PES4
YKR046C	PET10
YER153C	PET122
YOR158W	PET123
YOR017W	PET127
YJL023C	PET130
YJL023C	PET130
YJL023C	PET130
YJL023C	PET130
YJL023C	PET130
YJL023C	PET130
YJL023C	PET130
YCR020C	PET18
YJR034W	PET191
YPL159C	PET20
YNR045W	PET494
YNL003C	PET8
YKL197C	PEX1
YDR265W	PEX10
YOL147C	PEX11
YMR026C	PEX12
YLR191W	PEX13
YGL153W	PEX14
YOL044W	PEX15
YNL214W	PEX17
YHR160C	PEX18
YDL065C	PEX19
YJL210W	PEX2
YGR239C	PEX21
YAL055W	PEX22
YPL112C	PEX25
YOR193W	PEX27
YHR150W	PEX28
YDR479C	PEX29
YDR329C	PEX3
YLR324W	PEX30
YGR004W	PEX31
YBR168W	PEX32
YGR133W	PEX4
YDR244W	PEX5
YNL329C	PEX6
YDR142C	PEX7
YGR077C	PEX8
YNL326C	PFA3
YOL003C	PFA4
YDR459C	PFA5
YMR205C	PFK2
YIL107C	PFK26
YOL136C	PFK27
YHR185C	PFS1
YKL127W	PGM1
YMR105C	PGM2
YMR105C	PGM2
YMR105C	PGM2
YMR105C	PGM2
YMR105C	PGM2
YMR105C	PGM2
YMR105C	PGM2
YJR153W	PGU1
YNL316C	PHA2
YGR132C	PHB1
YGR231C	PHB2
YGR231C	PHB2
YGR231C	PHB2
YGR231C	PHB2
YGR231C	PHB2
YGR231C	PHB2
YGR231C	PHB2
YKL043W	PHD1
YDR281C	PHM6
YOL084W	PHM7
YDL236W	PHO13
YDL106C	PHO2
YNL097C	PHO23
YBR092C	PHO3
YFR034C	PHO4
YBR093C	PHO5
YDR481C	PHO8
YOL001W	PHO80
YGR233C	PHO81
YML123C	PHO84
YJL117W	PHO86
YCR037C	PHO87
YBR106W	PHO88
YBR296C	PHO89
YJL198W	PHO90
YNR013C	PHO91
YOR386W	PHR1
YDR313C	PIB1
YGL023C	PIB2
YER053C	PIC2
YLR273C	PIG1
YIL045W	PIG2
YHR034C	PIH1
YGR086C	PIL1
YOR104W	PIN2
YPR154W	PIN3
YBL051C	PIN4
YOR363C	PIP2
YKL164C	PIR1
YKL163W	PIR3
YDR490C	PKH1
YDR466W	PKH3
YIL042C	PKP1
YMR123W	PKR1
YMR008C	PLB1
YMR006C	PLB2
YOL011W	PLB3
YDR501W	PLM2
YDR183W	PLP1
YPL036W	PMA2
YGL006W	PMC1
YER132C	PMD1
YLR016C	PML1
YML107C	PML39
YCR024C-A	PMP1
YEL017C-A	PMP2
YDR276C	PMP3
YGL167C	PMR1
YNL082W	PMS1
YDL095W	PMT1
YAL023C	PMT2
YOR321W	PMT3
YDL093W	PMT5
YGR199W	PMT6
YKL128C	PMU1
YGL037C	PNC1
YPL096W	PNG1
YPL096W	PNG1
YPL096W	PNG1
YPL096W	PNG1
YPL096W	PNG1
YPL096W	PNG1
YPL096W	PNG1
YLR209C	PNP1
YOR161C	PNS1
YOR266W	PNT1
YBR022W	POA1
YPL144W	POC4
YIL122W	POG1
YJR043C	POL32
YCR014C	POL4
YMR129W	POM152
YLR018C	POM34
YIL114C	POR2
YIL160C	POT1
YGL205W	POX1
YHR075C	PPE1
YNR032W	PPG1
YDL134C	PPH21
YDL188C	PPH22
YDR075W	PPH3
YDR435C	PPM1
YOL141W	PPM2
YDR452W	PPN1
YPL179W	PPQ1
YLR014C	PPR1
YBR276C	PPS1
YGR123C	PPT1
YML016C	PPZ1
YDR436W	PPZ2
YEL060C	PRB1
YMR297W	PRC1
YCL057W	PRD1
YGR135W	PRE9
YIL095W	PRK1
YNL279W	PRM1
YJL108C	PRM10
YIL037C	PRM2
YPL192C	PRM3
YPL156C	PRM4
YPL156C	PRM4
YPL156C	PRM4
YPL156C	PRM4
YPL156C	PRM4
YPL156C	PRM4
YPL156C	PRM4
YIL117C	PRM5
YML047C	PRM6
YDL039C	PRM7
YGL053W	PRM8
YAR031W	PRM9
YKL116C	PRR1
YDL214C	PRR2
YBL068W	PRS4
YOL061W	PRS5
YBL064C	PRX1
YJL079C	PRY1
YKR013W	PRY2
YJL078C	PRY3
YNL169C	PSD1
YGR170W	PSD2
YOL054W	PSH1
YAL017W	PSK1
YOL045W	PSK2
YMR137C	PSO2
YDR505C	PSP1
YML017W	PSP2
YLL010C	PSR1
YLR019W	PSR2
YDR055W	PST1
YDR032C	PST2
YKL076C	PSY1
YNL201C	PSY2
YLR376C	PSY3
YBL046W	PSY4
YDL006W	PTC1
YER089C	PTC2
YBL056W	PTC3
YBR125C	PTC4
YOR090C	PTC5
YCR079W	PTC6
YHR076W	PTC7
YHR189W	PTH1
YBL057C	PTH2
YKL198C	PTK1
YKL198C	PTK1
YKL198C	PTK1
YKL198C	PTK1
YKL198C	PTK1
YKL198C	PTK1
YKL198C	PTK1
YJR059W	PTK2
YKL039W	PTM1
YDL230W	PTP1
YOR208W	PTP2
YER075C	PTP3
YKR093W	PTR2
YNL016W	PUB1
YPR042C	PUF2
YLL013C	PUF3
YGL014W	PUF4
YDR496C	PUF6
YDR496C	PUF6
YDR496C	PUF6
YDR496C	PUF6
YDR496C	PUF6
YDR496C	PUF6
YDR496C	PUF6
YPL212C	PUS1
YGL063W	PUS2
YNL292W	PUS4
YLR165C	PUS5
YGR169C	PUS6
YOR243C	PUS7
YDL036C	PUS9
YLR142W	PUT1
YHR037W	PUT2
YKL015W	PUT3
YOR348C	PUT4
YPL147W	PXA1
YKL188C	PXA2
YKR090W	PXL1
YGL062W	PYC1
YBR218C	PYC2
YOR347C	PYK2
YHR001W-A	QCR10
YPR191W	QCR2
YFR033C	QCR6
YGR183C	QCR9
YIL120W	QDR1
YBR043C	QDR3
YDL104C	QRI7
YMR022W	QRI8
YPL022W	RAD1
YML095C	RAD10
YMR201C	RAD14
YBR114W	RAD16
YOR368W	RAD17
YOR368W	RAD17
YOR368W	RAD17
YOR368W	RAD17
YOR368W	RAD17
YOR368W	RAD17
YOR368W	RAD17
YEL037C	RAD23
YER173W	RAD24
YER173W	RAD24
YER173W	RAD24
YER173W	RAD24
YER173W	RAD24
YER173W	RAD24
YER173W	RAD24
YJR035W	RAD26
YKL113C	RAD27
YDR030C	RAD28
YDR419W	RAD30
YML011C	RAD33
YDR314C	RAD34
YER162C	RAD4
YLR032W	RAD5
YNL250W	RAD50
YNL250W	RAD50
YNL250W	RAD50
YNL250W	RAD50
YNL250W	RAD50
YNL250W	RAD50
YER095W	RAD51
YML032C	RAD52
YML032C	RAD52
YML032C	RAD52
YML032C	RAD52
YML032C	RAD52
YML032C	RAD52
YML032C	RAD52
YGL163C	RAD54
YDR076W	RAD55
YDR004W	RAD57
YDL059C	RAD59
YGL058W	RAD6
YDR014W	RAD61
YJR052W	RAD7
YDR217C	RAD9
YDR217C	RAD9
YDR217C	RAD9
YDR217C	RAD9
YDR217C	RAD9
YDR217C	RAD9
YDR217C	RAD9
YDL090C	RAM1
YOR101W	RAS1
YNL098C	RAS2
YJR033C	RAV1
YDR202C	RAV2
YOR301W	RAX1
YLR084C	RAX2
YPL246C	RBD2
YAL036C	RBG1
YGR173W	RBG2
YCR036W	RBK1
YOR265W	RBL2
YDL189W	RBS1
YMR274C	RCE1
YGL158W	RCK1
YLR248W	RCK2
YKL159C	RCN1
YMR075W	RCO1
YBR005W	RCR1
YDR003W	RCR2
YJL204C	RCY1
YBR073W	RDH54
YDL135C	RDI1
YOR380W	RDR1
YCR106W	RDS1
YPL133C	RDS2
YLR329W	REC102
YHR157W	REC104
YJR021C	REC107
YMR133W	REC114
YPR007C	REC8
YLR263W	RED1
YBR050C	REG2
YLR387C	REH1
YLR387C	REH1
YLR387C	REH1
YLR387C	REH1
YLR387C	REH1
YLR387C	REH1
YLR387C	REH1
YBR267W	REI1
YCL001W	RER1
YOR346W	REV1
YPL167C	REV3
YIL139C	REV7
YLR059C	REX2
YLR107W	REX3
YOL080C	REX4
YOR279C	RFM1
YBR052C	RFS1
YLR176C	RFX1
YOR127W	RGA1
YDR379W	RGA2
YBR260C	RGD1
YFL047W	RGD2
YMR182C	RGM1
YOR107W	RGS2
YKL038W	RGT1
YDL138W	RGT2
YCR027C	RHB1
YNL090W	RHO2
YKR055W	RHO4
YNL180C	RHO5
YIL053W	RHR2
YLR039C	RIC1
YBR275C	RIF1
YLR453C	RIF2
YCR028C-A	RIM1
YHL027W	RIM101
YMR139W	RIM11
YMR154C	RIM13
YFL033C	RIM15
YOR275C	RIM20
YNL294C	RIM21
YHL024W	RIM4
YGL045W	RIM8
YMR063W	RIM9
YOR191W	RIS1
YMR283C	RIT1
YPL208W	RKM1
YDR198C	RKM2
YMR247C	RKR1
YPR018W	RLF2
YPL089C	RLM1
YKL132C	RMA1
YDL001W	RMD1
YHL023C	RMD11
YDR255C	RMD5
YFR048W	RMD8
YGR044C	RME1
YPL024W	RMI1
YDR465C	RMT2
YMR234W	RNH1
YNL072W	RNH201
YDR279W	RNH202
YLR154C	RNH203
YGR276C	RNH70
YLL046C	RNP1
YCL028W	RNQ1
YIL066C	RNR3
YPL123C	RNY1
YOR018W	ROD1
YGL144C	ROG1
YFR022W	ROG3
YGR070W	ROM1
YLR371W	ROM2
YBR229C	ROT2
YPR065W	ROX1
YDR156W	RPA14
YJL148W	RPA34
YNL330C	RPD3
YJL121C	RPE1
YIL119C	RPI1
YGR085C	RPL11B
YDL082W	RPL13A
YKL006W	RPL14A
YMR121C	RPL15B
YIL133C	RPL16A
YNL069C	RPL16B
YJL177W	RPL17B
YNL301C	RPL18B
YBR084C-A	RPL19A
YBL027W	RPL19B
YPL220W	RPL1A
YOR312C	RPL20B
YPL079W	RPL21B
YLR061W	RPL22A
YFL034C-A	RPL22B
YBL087C	RPL23A
YER117W	RPL23B
YGL031C	RPL24A
YGR148C	RPL24B
YLR344W	RPL26A
YGR034W	RPL26B
YDR471W	RPL27B
YFR032C-A	RPL29
YFR031C-A	RPL2A
YLR406C	RPL31B
YOR234C	RPL33B
YER056C-A	RPL34A
YIL052C	RPL34B
YDL191W	RPL35A
YDL136W	RPL35B
YMR194W	RPL36A
YLR185W	RPL37A
YDR500C	RPL37B
YLR325C	RPL38
YIL148W	RPL40A
YKR094C	RPL40B
YDL184C	RPL41A
YDL133C-A	RPL41B
YNL162W	RPL42A
YPR043W	RPL43A
YJR094W-A	RPL43B
YBR031W	RPL4A
YLR448W	RPL6B
YPL198W	RPL7B
YHL033C	RPL8A
YLL045C	RPL8B
YGL147C	RPL9A
YNL067W	RPL9B
YHR200W	RPN10
YLR421C	RPN13
YGL004C	RPN14
YDL020C	RPN4
YFL036W	RPO41
YDL081C	RPP1A
YDL130W	RPP1B
YOL039W	RPP2A
YDR382W	RPP2B
YGR214W	RPS0A
YLR048W	RPS0B
YOR293W	RPS10A
YMR230W	RPS10B
YDR025W	RPS11A
YBR048W	RPS11B
YCR031C	RPS14A
YJL191W	RPS14B
YMR143W	RPS16A
YDL083C	RPS16B
YDR447C	RPS17B
YML026C	RPS18B
YOL121C	RPS19A
YNL302C	RPS19B
YLR441C	RPS1A
YML063W	RPS1B
YKR057W	RPS21A
YJL136C	RPS21B
YJL190C	RPS22A
YLR367W	RPS22B
YGR118W	RPS23A
YPR132W	RPS23B
YER074W	RPS24A
YGR027C	RPS25A
YLR333C	RPS25B
YER131W	RPS26B
YKL156W	RPS27A
YHR021C	RPS27B
YOR167C	RPS28A
YLR264W	RPS28B
YLR388W	RPS29A
YDL061C	RPS29B
YLR287C-A	RPS30A
YOR182C	RPS30B
YJR145C	RPS4A
YHR203C	RPS4B
YPL090C	RPS6A
YBR181C	RPS6B
YNL096C	RPS7B
YBL072C	RPS8A
YPL081W	RPS9A
YBR189W	RPS9B
YIL153W	RRD1
YPL152W	RRD2
YDL216C	RRI1
YOL117W	RRI2
YHR031C	RRM3
YBL025W	RRN10
YOR001W	RRP6
YDR083W	RRP8
YLR221C	RSA3
YOR049C	RSB1
YLR357W	RSC2
YMR030W	RSF1
YJR127C	RSF2
YIL093C	RSM25
YDR494W	RSM28
YMR266W	RSN1
YGR152C	RSR1
YGR213C	RTA1
YOL138C	RTC1
YBR147W	RTC2
YHR087W	RTC3
YNL254C	RTC4
YOR118W	RTC5
YPL183W-A	RTC6
YGL244W	RTF1
YOL067C	RTG1
YGL252C	RTG2
YBL103C	RTG3
YBL103C	RTG3
YDR233C	RTN1
YDL204W	RTN2
YOR014W	RTS1
YGR161C	RTS3
YJL047C	RTT101
YGR275W	RTT102
YDR289C	RTT103
YNL206C	RTT106
YHR154W	RTT107
YLL002W	RTT109
YDR139C	RUB1
YOR216C	RUD3
YOR138C	RUP1
YCR009C	RVS161
YDR388W	RVS167
YBR095C	RXT2
YBR095C	RXT2
YDL076C	RXT3
YKL212W	SAC1
YDR159W	SAC3
YDR389W	SAC7
YGL175C	SAE2
YBR280C	SAF1
YER129W	SAK1
YNL083W	SAL1
YLR180W	SAM1
YDR502C	SAM2
YPL274W	SAM3
YMR060C	SAM37
YPL273W	SAM4
YDR143C	SAN1
YER047C	SAP1
YFR040W	SAP155
YJL098W	SAP185
YKR028W	SAP190
YMR263W	SAP30
YGL229C	SAP4
YMR127C	SAS2
YBL052C	SAS3
YDR181C	SAS4
YOR213C	SAS5
YCR008W	SAT4
YGR263C	SAY1
YKL117W	SBA1
YDR351W	SBE2
YHR103W	SBE22
YER019C-A	SBH2
YHL034C	SBP1
YPR129W	SCD6
YMR214W	SCJ1
YGR049W	SCM4
YBR024W	SCO2
YOR367W	SCP1
YER120W	SCS2
YBL091C-A	SCS22
YGL126W	SCS3
YMR272C	SCS7
YBL011W	SCT1
YMR305C	SCW10
YGL028C	SCW11
YGR279C	SCW4
YGL083W	SCY1
YDR469W	SDC1
YLL016W	SDC25
YKL148C	SDH1
YLL041C	SDH2
YDR178W	SDH4
YIL167W	SDL1
YIL113W	SDP1
YGL056C	SDS23
YBR214W	SDS24
YIL084C	SDS3
YGL224C	SDT1
YLR268W	SEC22
YIL076W	SEC28
YBR171W	SEC66
YLR292C	SEC72
YDR077W	SED1
YCR067C	SED4
YBL066C	SEF1
YML013W	SEL1
YDR363W-A	SEM1
YAL067C	SEO1
YOR184W	SER1
YGR208W	SER2
YER081W	SER3
YIL074C	SER33
YJL168C	SET2
YKR029C	SET3
YJL105W	SET4
YHR207C	SET5
YPL165C	SET6
YDR257C	SET7
YOR165W	SEY1
YDL168W	SFA1
YNL049C	SFB2
YJR095W	SFC1
YOR315W	SFG1
YJL145W	SFH5
YKL051W	SFK1
YOR140W	SFL1
YBL102W	SFT2
YIL099W	SGA1
YPR198W	SGE1
YPL047W	SGF11
YCL010C	SGF29
YGL066W	SGF73
YJR134C	SGM1
YIR001C	SGN1
YMR190C	SGS1
YOR007C	SGT2
YER096W	SHC1
YBL031W	SHE1
YGL228W	SHE10
YKL130C	SHE2
YBR130C	SHE3
YOR035C	SHE4
YDR393W	SHE9
YBR258C	SHG1
YBR263W	SHM1
YLR058C	SHM2
YER118C	SHO1
YOL110W	SHR5
YHL006C	SHU1
YOR137C	SIA1
YLR079W	SIC1
YBR103W	SIF2
YOL031C	SIL1
YIL123W	SIM1
YOL004W	SIN3
YNL236W	SIN4
YDR422C	SIP1
YMR175w	SIP18
YGL208W	SIP2
YNL257C	SIP3
YJL089W	SIP4
YMR140W	SIP5
YKR101W	SIR1
YDL042C	SIR2
YLR442C	SIR3
YDR227W	SIR4
YKR072C	SIS2
YEL065W	SIT1
YNL032W	SIW14
YDR409W	SIZ1
YKR100C	SKG1
YLR187W	SKG3
YLR398C	SKI2
YPR189W	SKI3
YOR076C	SKI7
YGL213C	SKI8
YOL113W	SKM1
YGR143W	SKN1
YHR206W	SKN7
YNL167C	SKO1
YNL311C	SKP2
YPL026C	SKS1
YBL061C	SKT5
YMR216C	SKY1
YBL007C	SLA1
YDL052C	SLC1
YDR515W	SLF1
YOR008C	SLG1
YGR271W	SLH1
YGR212W	SLI1
YBR156C	SLI15
YOR195W	SLK19
YIL105C	SLM1
YNL047C	SLM2
YDL033C	SLM3
YBR077C	SLM4
YOR154W	SLP1
YHR030C	SLT2
YBR228W	SLX1
YLR135W	SLX4
YER116C	SLX8
YGR081C	SLX9
YOR307C	SLY41
YPL027W	SMA1
YML066C	SMA2
YOL122C	SMF1
YHR050W	SMF2
YLR034C	SMF3
YGR229C	SMI1
YPR054W	SMK1
YML058W	SML1
YNR015W	SMM1
YBR182C	SMP1
YKL079W	SMY1
YBR172C	SMY2
YDR525W-A	SNA2
YJL151C	SNA3
YDL123W	SNA4
YAL030W	SNC1
YOR327C	SNC2
YDR477W	SNF1
YDR073W	SNF11
YDL194W	SNF3
YGL115W	SNF4
YBR289W	SNF5
YHL025W	SNF6
YGR197C	SNG1
YIL016W	SNL1
